time,gFx,gFy,gFz,gFTotal
0.011836051940917969,-0.390289306640625,0.028900146484375,-0.92132568359375,1.001
0.013985157012939453,-0.39007568359375,0.0291900634765625,-0.9200592041015625,1.0
0.02282094955444336,-0.38995361328125,0.028045654296875,-0.9200286865234375,1.0
0.032930850982666016,-0.3892669677734375,0.0274810791015625,-0.91986083984375,0.999
0.042652130126953125,-0.389495849609375,0.028106689453125,-0.920379638671875,1.0
0.052659034729003906,-0.389007568359375,0.0279388427734375,-0.919158935546875,0.998
0.0672140121459961,-0.388458251953125,0.0270538330078125,-0.920196533203125,0.999
0.08002710342407227,-0.3899688720703125,0.02825927734375,-0.9196624755859375,0.999
0.08241415023803711,-0.391021728515625,0.02728271484375,-0.91851806640625,0.999
0.09286904335021973,-0.391815185546875,0.025848388671875,-0.91607666015625,0.997
0.10268402099609375,-0.392486572265625,0.025238037109375,-0.9150848388671875,0.996
0.11249899864196777,-0.3920440673828125,0.0234375,-0.914794921875,0.996
0.12311697006225586,-0.39349365234375,0.0241241455078125,-0.913818359375,0.995
0.1349780559539795,-0.39434814453125,0.02490234375,-0.91461181640625,0.996
0.1444411277770996,-0.3905181884765625,0.023193359375,-0.9157257080078125,0.996
0.15467596054077148,-0.3903656005859375,0.024017333984375,-0.920501708984375,1.0
0.17823314666748047,-0.39178466796875,0.025054931640625,-0.9197998046875,1.0
0.17865300178527832,-0.39178466796875,0.025054931640625,-0.9197998046875,1.0
0.18252897262573242,-0.39117431640625,0.024444580078125,-0.9188995361328125,0.999
0.1926569938659668,-0.3917388916015625,0.0241851806640625,-0.92095947265625,1.001
0.20270395278930664,-0.39337158203125,0.024658203125,-0.9197998046875,1.001
0.21250391006469727,-0.3931884765625,0.0236663818359375,-0.916961669921875,0.998
0.2247929573059082,-0.393524169921875,0.0230560302734375,-0.916168212890625,0.997
0.23220491409301758,-0.3942413330078125,0.023956298828125,-0.915496826171875,0.997
0.24245786666870117,-0.3953704833984375,0.0242156982421875,-0.9147796630859375,0.997
0.254472017288208,-0.3951416015625,0.02362060546875,-0.9127960205078125,0.995
0.28305602073669434,-0.393402099609375,0.0266265869140625,-0.92095947265625,1.002
0.28348302841186523,-0.393402099609375,0.0266265869140625,-0.92095947265625,1.002
0.28388500213623047,-0.393402099609375,0.0266265869140625,-0.92095947265625,1.002
0.2923588752746582,-0.394622802734375,0.0270843505859375,-0.9214324951171875,1.003
0.30228710174560547,-0.394683837890625,0.027099609375,-0.92156982421875,1.003
0.3141188621520996,-0.395416259765625,0.0262908935546875,-0.920318603515625,1.002
0.32398295402526855,-0.3951416015625,0.0265655517578125,-0.9196624755859375,1.001
0.3340950012207031,-0.3950347900390625,0.02618408203125,-0.918853759765625,1.001
0.34488487243652344,-0.3943939208984375,0.02667236328125,-0.9173736572265625,0.999
0.3542499542236328,-0.39422607421875,0.025421142578125,-0.9154052734375,0.997
0.3811979293823242,-0.3941802978515625,0.0240631103515625,-0.9124298095703125,0.994
